"number","opened_at","short_description","description","subcategory","close_notes","resolved_by","resolved_at","severity","assigned_to","category","comments","parent_incident","priority"
"INC0016732","2025-11-03 06:34:06","Issue 731: VPN connection failure","User reported VPN connection failure during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016731","2025-11-03 06:34:06","Issue 730: Slow internet","User reported Slow internet during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016730","2025-11-03 06:34:06","Issue 729: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0016729","2025-11-03 06:34:05","Issue 728: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0016728","2025-11-03 06:34:05","Issue 727: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016727","2025-11-03 06:34:05","Issue 726: Slow internet","User reported Slow internet during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016726","2025-11-03 06:34:05","Issue 725: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016725","2025-11-03 06:34:05","Issue 724: Email not syncing","User reported Email not syncing during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016724","2025-11-03 06:34:04","Issue 723: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016723","2025-11-03 06:34:04","Issue 722: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016722","2025-11-03 06:34:04","Issue 721: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016721","2025-11-03 06:34:04","Issue 720: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0016720","2025-11-03 06:34:04","Issue 719: Slow internet","User reported Slow internet during working hours. Needs IT support intervention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0016719","2025-11-03 06:34:04","Issue 718: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0016718","2025-11-03 06:34:03","Issue 717: Slow internet","User reported Slow internet during working hours. Needs IT support intervention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0016717","2025-11-03 06:34:03","Issue 716: Email not syncing","User reported Email not syncing during working hours. Needs IT support intervention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0016716","2025-11-03 06:34:03","Issue 715: VPN connection failure","User reported VPN connection failure during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016715","2025-11-03 06:34:03","Issue 714: Email not syncing","User reported Email not syncing during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016714","2025-11-03 06:34:03","Issue 713: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0016713","2025-11-03 06:34:03","Issue 712: Email not syncing","User reported Email not syncing during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016712","2025-11-03 06:34:02","Issue 711: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0016711","2025-11-03 06:34:02","Issue 710: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016710","2025-11-03 06:34:02","Issue 709: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016709","2025-11-03 06:34:02","Issue 708: Slow internet","User reported Slow internet during working hours. Needs IT support intervention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0016708","2025-11-03 06:34:02","Issue 707: Slow internet","User reported Slow internet during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016707","2025-11-03 06:34:02","Issue 706: VPN connection failure","User reported VPN connection failure during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016706","2025-11-03 06:34:01","Issue 705: Slow internet","User reported Slow internet during working hours. Needs IT support intervention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0016705","2025-11-03 06:34:01","Issue 704: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016704","2025-11-03 06:34:01","Issue 703: Email not syncing","User reported Email not syncing during working hours. Needs IT support intervention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0016703","2025-11-03 06:34:01","Issue 702: VPN connection failure","User reported VPN connection failure during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016702","2025-11-03 06:34:01","Issue 701: Email not syncing","User reported Email not syncing during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016701","2025-11-03 06:34:00","Issue 700: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016700","2025-11-03 06:34:00","Issue 699: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016699","2025-11-03 06:34:00","Issue 698: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016698","2025-11-03 06:34:00","Issue 697: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016697","2025-11-03 06:34:00","Issue 696: Email not syncing","User reported Email not syncing during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016696","2025-11-03 06:34:00","Issue 695: VPN connection failure","User reported VPN connection failure during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016695","2025-11-03 06:33:59","Issue 694: Slow internet","User reported Slow internet during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016694","2025-11-03 06:33:59","Issue 693: VPN connection failure","User reported VPN connection failure during working hours. Needs IT support intervention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0016693","2025-11-03 06:33:59","Issue 692: VPN connection failure","User reported VPN connection failure during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016692","2025-11-03 06:33:59","Issue 691: Laptop boot issue","User reported Laptop boot issue during working hours. Needs IT support intervention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0016691","2025-11-03 06:33:59","Issue 690: VPN connection failure","User reported VPN connection failure during working hours. Needs IT support intervention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0016690","2025-11-03 06:33:59","Issue 689: Software installation error","User reported Software installation error during working hours. Needs IT support intervention.","","","","","3 - Low","","Network","","","5 - Planning"
